"lakeid","year4","gearid","effort","spname","total_caught"
"TR",1993,"FYKNET",6.0000,"MIMICSHINER",585.0000
"TR",1993,"BSEINE",18.0000,"MOTTLEDSCULPIN",12.0000
"TR",1993,"ELFISH",3.0000,"PUMPKINSEED",1.0000
"TR",1993,"FYKNET",6.0000,"PUMPKINSEED",1.0000
"TR",1993,"BSEINE",18.0000,"ROCKBASS",10.0000
"TR",1993,"ELFISH",3.0000,"ROCKBASS",3.0000
"TR",1993,"FYKNET",6.0000,"ROCKBASS",49.0000
"TR",1993,"TRAMML",2.0000,"ROCKBASS",2.0000
"TR",1993,"ELFISH",3.0000,"SHORTHEADREDHORS",1.0000
"TR",1993,"BSEINE",18.0000,"SMALLMOUTHBASS",3.0000
"TR",1993,"ELFISH",3.0000,"SMALLMOUTHBASS",1.0000
"TR",1993,"FYKNET",6.0000,"SMALLMOUTHBASS",1.0000
"TR",1993,"TRAMML",2.0000,"SMALLMOUTHBASS",2.0000
"TR",1993,"BSEINE",18.0000,"TROUTPERCH",2.0000
"TR",1993,"BSEINE",18.0000,"WALLEYE",2.0000
"TR",1993,"ELFISH",3.0000,"WALLEYE",13.0000
"TR",1993,"FYKNET",6.0000,"WALLEYE",1.0000
"TR",1993,"TRAMML",2.0000,"WALLEYE",1.0000
"TR",1993,"VGN051",2.0000,"WALLEYE",0.8570
"TR",1993,"VGN064",2.0000,"WALLEYE",2.6230
"TR",1993,"VGN089",2.0000,"WALLEYE",6.9740
"TR",1993,"BSEINE",18.0000,"WHITESUCKER",1.0000
"TR",1993,"CRAYTR",30.0000,"WHITESUCKER",1.0000
"TR",1993,"ELFISH",3.0000,"WHITESUCKER",3.0000
"TR",1993,"FYKNET",6.0000,"WHITESUCKER",2.0000
"TR",1993,"TRAMML",2.0000,"WHITESUCKER",8.0000
"TR",1993,"BSEINE",18.0000,"YELLOWPERCH",5.0000
"TR",1993,"CRAYTR",30.0000,"YELLOWPERCH",1.0000
"TR",1993,"ELFISH",3.0000,"YELLOWPERCH",8.0000
"TR",1993,"FYKNET",6.0000,"YELLOWPERCH",34.0000
"TR",1993,"TRAMML",2.0000,"YELLOWPERCH",1.0000
"TR",1994,"BSEINE",18.0000,"BLACKCRAPPIE",4.0000
"TR",1994,"ELFISH",4.0000,"BLACKCRAPPIE",1.0000
"TR",1994,"FYKNET",6.0000,"BLACKCRAPPIE",4.0000
"TR",1994,"ELFISH",4.0000,"BLUEGILL",2.0000
"TR",1994,"FYKNET",6.0000,"BLUEGILL",8.0000
"TR",1994,"BSEINE",18.0000,"BLUNTNOSEMINNOW",14.0000
"TR",1994,"CRAYTR",29.0000,"BLUNTNOSEMINNOW",2.0000
"TR",1994,"ELFISH",4.0000,"BLUNTNOSEMINNOW",1.0000
"TR",1994,"FYKNET",6.0000,"BLUNTNOSEMINNOW",13.0000
"TR",1994,"VGN019",2.0000,"CISCO",14.7498
"TR",1994,"VGN025",2.0000,"CISCO",713.2434
"TR",1994,"VGN032",2.0000,"CISCO",421.7312
"TR",1994,"VGN038",2.0000,"CISCO",94.5640
"TR",1994,"VGN051",2.0000,"CISCO",11.9611
"TR",1994,"BSEINE",18.0000,"COMMONSHINER",214.0000
"TR",1994,"FYKNET",6.0000,"COMMONSHINER",3.0000
"TR",1994,"BSEINE",18.0000,"FANTAILDARTER",1.0000
"TR",1994,"CRAYTR",29.0000,"FATHEAD",1.0000
"TR",1994,"FYKNET",6.0000,"FATHEAD",2.0000
"TR",1994,"BSEINE",18.0000,"HORNYHEADCHUB",1.0000
"TR",1994,"FYKNET",6.0000,"IOWADARTER",2.0000
"TR",1994,"BSEINE",18.0000,"JOHNNYDARTER",16.0000
"TR",1994,"ELFISH",4.0000,"JOHNNYDARTER",7.0000
"TR",1994,"FYKNET",6.0000,"JOHNNYDARTER",2.0000
"TR",1994,"VGN025",2.0000,"LAKETROUT",2.1073
"TR",1994,"VGN064",2.0000,"LAKETROUT",2.0452
"TR",1994,"VGN089",2.0000,"LAKETROUT",3.8666
"TR",1994,"VGN064",2.0000,"LAKEWHITEFISH",5.9415
"TR",1994,"VGN089",2.0000,"LAKEWHITEFISH",6.8465
"TR",1994,"BSEINE",18.0000,"LARGEMOUTHBASS",6.0000
"TR",1994,"ELFISH",4.0000,"LARGEMOUTHBASS",2.0000
"TR",1994,"FYKNET",6.0000,"LARGEMOUTHBASS",22.0000
"TR",1994,"BSEINE",18.0000,"LOGPERCH",16.0000
"TR",1994,"ELFISH",4.0000,"LOGPERCH",34.0000
"TR",1994,"FYKNET",6.0000,"LOGPERCH",3.0000
"TR",1994,"BSEINE",18.0000,"MIMICSHINER",439.0000
"TR",1994,"CRAYTR",29.0000,"MIMICSHINER",1.0000
"TR",1994,"ELFISH",4.0000,"MIMICSHINER",16.0000
"TR",1994,"FYKNET",6.0000,"MIMICSHINER",2.0000
"TR",1994,"BSEINE",18.0000,"MOTTLEDSCULPIN",7.0000
"TR",1994,"ELFISH",4.0000,"MOTTLEDSCULPIN",4.0000
"TR",1994,"ELFISH",4.0000,"MUSKELLUNGE",1.0000
"TR",1994,"FYKNET",6.0000,"PUMPKINSEED",2.0000
"TR",1994,"BSEINE",18.0000,"ROCKBASS",12.0000
"TR",1994,"CRAYTR",29.0000,"ROCKBASS",1.0000
"TR",1994,"ELFISH",4.0000,"ROCKBASS",15.0000
"TR",1994,"FYKNET",6.0000,"ROCKBASS",48.0000
"TR",1994,"BSEINE",18.0000,"ROSYFACESHINER",7.0000
"TR",1994,"ELFISH",4.0000,"ROSYFACESHINER",2.0000
"TR",1994,"ELFISH",4.0000,"SHORTHEADREDHORS",2.0000
"TR",1994,"BSEINE",18.0000,"SMALLMOUTHBASS",2.0000
"TR",1994,"ELFISH",4.0000,"SMALLMOUTHBASS",18.0000
"TR",1994,"FYKNET",6.0000,"SMALLMOUTHBASS",55.0000
"TR",1994,"TRAMML",2.0000,"SMALLMOUTHBASS",1.0000
"TR",1994,"BSEINE",18.0000,"TROUTPERCH",16.0000
"TR",1994,"ELFISH",4.0000,"TROUTPERCH",1.0000
"TR",1994,"BSEINE",18.0000,"WALLEYE",1.0000
"TR",1994,"ELFISH",4.0000,"WALLEYE",33.0000
"TR",1994,"TRAMML",2.0000,"WALLEYE",2.0000
"TR",1994,"VGN038",2.0000,"WALLEYE",0.9905
"TR",1994,"VGN051",2.0000,"WALLEYE",1.9708
"TR",1994,"VGN064",2.0000,"WALLEYE",8.8152
"TR",1994,"VGN089",2.0000,"WALLEYE",7.8932
"TR",1994,"BSEINE",18.0000,"WHITESUCKER",9.0000
"TR",1994,"ELFISH",4.0000,"WHITESUCKER",8.0000
"TR",1994,"FYKNET",6.0000,"WHITESUCKER",2.0000
"TR",1994,"TRAMML",2.0000,"WHITESUCKER",4.0000
"TR",1994,"BSEINE",18.0000,"YELLOWPERCH",2417.0000
"TR",1994,"CRAYTR",29.0000,"YELLOWPERCH",1.0000
"TR",1994,"ELFISH",4.0000,"YELLOWPERCH",200.0000
"TR",1994,"FYKNET",6.0000,"YELLOWPERCH",1139.0000
"TR",1994,"VGN019",2.0000,"YELLOWPERCH",2.8650
"TR",1995,"FYKNET",6.0000,"BLACKCRAPPIE",1.0000
"TR",1995,"FYKNET",6.0000,"BLACKNOSESHINER",2.0000
"TR",1995,"FYKNET",6.0000,"BLUEGILL",6.0000
"TR",1995,"BSEINE",18.0000,"BLUNTNOSEMINNOW",25.0000
"TR",1995,"ELFISH",3.0000,"BLUNTNOSEMINNOW",2.0000
"TR",1995,"FYKNET",6.0000,"BLUNTNOSEMINNOW",4.0000
"TR",1995,"BSEINE",18.0000,"BRASSYMINNOW",25.0000
"TR",1995,"FYKNET",6.0000,"BRASSYMINNOW",2.0000
"TR",1995,"VGN019",2.0000,"CISCO",2.0106
"TR",1995,"VGN025",2.0000,"CISCO",18.0318
"TR",1995,"VGN032",2.0000,"CISCO",64.2729
"TR",1995,"VGN038",2.0000,"CISCO",50.1014
"TR",1995,"VGN051",2.0000,"CISCO",1.0002
"TR",1995,"BSEINE",18.0000,"COMMONSHINER",139.0000
"TR",1995,"ELFISH",3.0000,"COMMONSHINER",1.0000
"TR",1995,"BSEINE",18.0000,"FANTAILDARTER",1.0000
"TR",1995,"BSEINE",18.0000,"HORNYHEADCHUB",2.0000
"TR",1995,"FYKNET",6.0000,"IOWADARTER",1.0000
"TR",1995,"BSEINE",18.0000,"JOHNNYDARTER",13.0000
"TR",1995,"VGN064",2.0000,"LAKETROUT",0.9992
"TR",1995,"VGN089",2.0000,"LAKETROUT",4.8815
"TR",1995,"VGN089",2.0000,"LAKEWHITEFISH",2.9221
"TR",1995,"BSEINE",18.0000,"LARGEMOUTHBASS",1.0000
"TR",1995,"ELFISH",3.0000,"LARGEMOUTHBASS",1.0000
"TR",1995,"FYKNET",6.0000,"LARGEMOUTHBASS",15.0000
"TR",1995,"BSEINE",18.0000,"LOGPERCH",11.0000
"TR",1995,"ELFISH",3.0000,"LOGPERCH",1.0000
"TR",1995,"BSEINE",18.0000,"MIMICSHINER",1130.0000
"TR",1995,"ELFISH",3.0000,"MIMICSHINER",63.0000
"TR",1995,"FYKNET",6.0000,"MIMICSHINER",495.0000
"TR",1995,"FYKNET",6.0000,"PUMPKINSEED",1.0000
"TR",1995,"BSEINE",18.0000,"ROCKBASS",11.0000
"TR",1995,"CRAYTR",30.0000,"ROCKBASS",1.0000
"TR",1995,"ELFISH",3.0000,"ROCKBASS",14.0000
"TR",1995,"FYKNET",6.0000,"ROCKBASS",45.0000
"TR",1995,"TRAMML",2.0000,"ROCKBASS",7.0000
"TR",1995,"BSEINE",18.0000,"ROSYFACESHINER",9.0000
"TR",1995,"ELFISH",3.0000,"ROSYFACESHINER",4.0000
"TR",1995,"ELFISH",3.0000,"SHORTHEADREDHORS",1.0000
"TR",1995,"BSEINE",18.0000,"SMALLMOUTHBASS",3.0000
"TR",1995,"ELFISH",3.0000,"SMALLMOUTHBASS",24.0000
"TR",1995,"FYKNET",6.0000,"SMALLMOUTHBASS",88.0000
"TR",1995,"TRAMML",2.0000,"SMALLMOUTHBASS",2.0000
"TR",1995,"BSEINE",18.0000,"TROUTPERCH",13.0000
"TR",1995,"ELFISH",3.0000,"TROUTPERCH",1.0000
"TR",1995,"BSEINE",18.0000,"WALLEYE",3.0000
"TR",1995,"ELFISH",3.0000,"WALLEYE",24.0000
"TR",1995,"TRAMML",2.0000,"WALLEYE",2.0000
"TR",1995,"VGN089",2.0000,"WALLEYE",2.8881
"TR",1995,"BSEINE",18.0000,"WHITESUCKER",1.0000
"TR",1995,"ELFISH",3.0000,"WHITESUCKER",4.0000
"TR",1995,"TRAMML",2.0000,"WHITESUCKER",6.0000
"TR",1995,"BSEINE",18.0000,"YELLOWPERCH",1444.0000
"TR",1995,"CRAYTR",30.0000,"YELLOWPERCH",2.0000
"TR",1995,"ELFISH",3.0000,"YELLOWPERCH",15.0000
"TR",1995,"FYKNET",6.0000,"YELLOWPERCH",642.0000
"TR",1995,"TRAMML",2.0000,"YELLOWPERCH",4.0000
"TR",1996,"BSEINE",18.0000,"BLACKCRAPPIE",2.0000
"TR",1996,"BSEINE",18.0000,"BLACKNOSESHINER",1.0000
"TR",1996,"FYKNET",6.0000,"BLACKNOSESHINER",2.0000
"TR",1996,"ELFISH",4.0000,"BLUEGILL",3.0000
"TR",1996,"FYKNET",6.0000,"BLUEGILL",10.0000
"TR",1996,"TRAMML",2.0000,"BLUEGILL",1.0000
"TR",1996,"BSEINE",18.0000,"BLUNTNOSEMINNOW",12.0000
"TR",1996,"ELFISH",4.0000,"BLUNTNOSEMINNOW",2.0000
"TR",1996,"FYKNET",6.0000,"BLUNTNOSEMINNOW",39.0000
"TR",1996,"FYKNET",6.0000,"BROOKSTICKLEBACK",1.0000
"TR",1996,"VGN025",2.0000,"CISCO",57.2132
"TR",1996,"VGN032",2.0000,"CISCO",51.9283
"TR",1996,"VGN038",2.0000,"CISCO",10.0909
"TR",1996,"BSEINE",18.0000,"COMMONSHINER",141.0000
"TR",1996,"ELFISH",4.0000,"COMMONSHINER",1.0000
"TR",1996,"FYKNET",6.0000,"HORNYHEADCHUB",10.0000
"TR",1996,"CRAYTR",30.0000,"IOWADARTER",1.0000
"TR",1996,"FYKNET",6.0000,"IOWADARTER",24.0000
"TR",1996,"BSEINE",18.0000,"JOHNNYDARTER",5.0000
"TR",1996,"VGN064",2.0000,"LAKEWHITEFISH",0.9938
"TR",1996,"VGN089",2.0000,"LAKEWHITEFISH",1.1364
"TR",1996,"BSEINE",18.0000,"LARGEMOUTHBASS",2.0000
"TR",1996,"FYKNET",6.0000,"LARGEMOUTHBASS",8.0000
"TR",1996,"BSEINE",18.0000,"LOGPERCH",2.0000
"TR",1996,"ELFISH",4.0000,"LOGPERCH",5.0000
"TR",1996,"BSEINE",18.0000,"MIMICSHINER",279.0000
"TR",1996,"CRAYTR",30.0000,"MIMICSHINER",1.0000
"TR",1996,"ELFISH",4.0000,"MIMICSHINER",9.0000
"TR",1996,"FYKNET",6.0000,"MIMICSHINER",4529.0000
"TR",1996,"BSEINE",18.0000,"MOTTLEDSCULPIN",3.0000
"TR",1996,"FYKNET",6.0000,"MOTTLEDSCULPIN",1.0000
"TR",1996,"ELFISH",4.0000,"PUMPKINSEED",1.0000
"TR",1996,"BSEINE",18.0000,"ROCKBASS",35.0000
"TR",1996,"ELFISH",4.0000,"ROCKBASS",3.0000
"TR",1996,"FYKNET",6.0000,"ROCKBASS",74.0000
"TR",1996,"TRAMML",2.0000,"ROCKBASS",2.0000
"TR",1996,"BSEINE",18.0000,"ROSYFACESHINER",10.0000
"TR",1996,"CRAYTR",30.0000,"ROSYFACESHINER",1.0000
"TR",1996,"ELFISH",4.0000,"ROSYFACESHINER",1.0000
"TR",1996,"ELFISH",4.0000,"SMALLMOUTHBASS",6.0000
"TR",1996,"FYKNET",6.0000,"SMALLMOUTHBASS",10.0000
"TR",1996,"BSEINE",18.0000,"TROUTPERCH",64.0000
"TR",1996,"ELFISH",4.0000,"TROUTPERCH",3.0000
"TR",1996,"FYKNET",6.0000,"TROUTPERCH",1.0000
"TR",1996,"TRAMML",2.0000,"UNIDENTIFIED",5.0000
"TR",1996,"FYKNET",6.0000,"UNIDMINNOW",1.0000
"TR",1996,"BSEINE",18.0000,"WALLEYE",5.0000
"TR",1996,"ELFISH",4.0000,"WALLEYE",22.0000
"TR",1996,"TRAMML",2.0000,"WALLEYE",2.0000
"TR",1996,"VGN064",2.0000,"WALLEYE",0.9938
"TR",1996,"VGN089",2.0000,"WALLEYE",10.7133
"TR",1996,"ELFISH",4.0000,"WHITESUCKER",6.0000
"TR",1996,"FYKNET",6.0000,"WHITESUCKER",1.0000
"TR",1996,"TRAMML",2.0000,"WHITESUCKER",5.0000
"TR",1996,"BSEINE",18.0000,"YELLOWPERCH",55.0000
"TR",1996,"ELFISH",4.0000,"YELLOWPERCH",41.0000
"TR",1996,"FYKNET",6.0000,"YELLOWPERCH",58.0000
"TR",1996,"TRAMML",2.0000,"YELLOWPERCH",3.0000
"TR",1997,"BSEINE",12.0000,"BLACKNOSESHINER",1.0000
"TR",1997,"BSEINE",12.0000,"BLUEGILL",2.0000
"TR",1997,"FYKNET",6.0000,"BLUEGILL",1.0000
"TR",1997,"BSEINE",12.0000,"BLUNTNOSEMINNOW",2.0000
"TR",1997,"FYKNET",6.0000,"BLUNTNOSEMINNOW",1283.0000
"TR",1997,"TRAMML",2.0000,"BURBOT",1.0000
"TR",1997,"VGN025",2.0000,"CISCO",9.1088
"TR",1997,"VGN032",2.0000,"CISCO",98.5953
"TR",1997,"VGN038",2.0000,"CISCO",94.4781
"TR",1997,"VGN051",2.0000,"CISCO",4.2317
"TR",1997,"BSEINE",12.0000,"COMMONSHINER",28.0000
"TR",1997,"FYKNET",6.0000,"COMMONSHINER",2.0000
"TR",1997,"FYKNET",6.0000,"FANTAILDARTER",1.0000
"TR",1997,"BSEINE",12.0000,"FATHEAD",1.0000
"TR",1997,"FYKNET",6.0000,"GOLDENSHINER",1.0000
"TR",1997,"BSEINE",12.0000,"IOWADARTER",3.0000
"TR",1997,"BSEINE",12.0000,"JOHNNYDARTER",7.0000
"TR",1997,"VGN038",2.0000,"LAKETROUT",0.9185
"TR",1997,"VGN089",2.0000,"LAKETROUT",1.1982
"TR",1997,"TRAMML",2.0000,"LAKEWHITEFISH",1.0000
"TR",1997,"VGN064",2.0000,"LAKEWHITEFISH",1.7666
"TR",1997,"FYKNET",6.0000,"LARGEMOUTHBASS",12.0000
"TR",1997,"BSEINE",12.0000,"LOGPERCH",2.0000
"TR",1997,"ELFISH",3.0000,"LOGPERCH",2.0000
"TR",1997,"FYKNET",6.0000,"LOGPERCH",1.0000
"TR",1997,"BSEINE",12.0000,"MIMICSHINER",495.0000
"TR",1997,"ELFISH",3.0000,"MIMICSHINER",7.0000
"TR",1997,"FYKNET",6.0000,"MIMICSHINER",1632.0000
"TR",1997,"BSEINE",12.0000,"MOTTLEDSCULPIN",2.0000
"TR",1997,"FYKNET",6.0000,"MOTTLEDSCULPIN",1.0000
"TR",1997,"BSEINE",12.0000,"ROCKBASS",8.0000
"TR",1997,"ELFISH",3.0000,"ROCKBASS",4.0000
"TR",1997,"FYKNET",6.0000,"ROCKBASS",44.0000
"TR",1997,"BSEINE",12.0000,"ROSYFACESHINER",1.0000
"TR",1997,"ELFISH",3.0000,"SMALLMOUTHBASS",1.0000
"TR",1997,"FYKNET",6.0000,"SMALLMOUTHBASS",6.0000
"TR",1997,"TRAMML",2.0000,"SMALLMOUTHBASS",1.0000
"TR",1997,"BSEINE",12.0000,"TROUTPERCH",12.0000
"TR",1997,"FYKNET",6.0000,"TROUTPERCH",1.0000
"TR",1997,"BSEINE",12.0000,"WALLEYE",1.0000
"TR",1997,"ELFISH",3.0000,"WALLEYE",18.0000
"TR",1997,"FYKNET",6.0000,"WALLEYE",1.0000
"TR",1997,"TRAMML",2.0000,"WALLEYE",3.0000
"TR",1997,"VGN064",2.0000,"WALLEYE",0.8833
"TR",1997,"VGN089",2.0000,"WALLEYE",2.3964
"TR",1997,"ELFISH",3.0000,"WHITESUCKER",6.0000
"TR",1997,"FYKNET",6.0000,"WHITESUCKER",1.0000
"TR",1997,"TRAMML",2.0000,"WHITESUCKER",6.0000
"TR",1997,"BSEINE",12.0000,"YELLOWPERCH",578.0000
"TR",1997,"ELFISH",3.0000,"YELLOWPERCH",18.0000
"TR",1997,"FYKNET",6.0000,"YELLOWPERCH",224.0000
"TR",1998,"FYKNET",6.0000,"BLUEGILL",1.0000
"TR",1998,"BSEINE",12.0000,"BLUNTNOSEMINNOW",7.0000
"TR",1998,"ELFISH",3.0000,"BLUNTNOSEMINNOW",3.0000
"TR",1998,"FYKNET",6.0000,"BLUNTNOSEMINNOW",91.0000
"TR",1998,"FYKNET",6.0000,"CHANNELCATFISH",1.0000
"TR",1998,"TRAMML",2.0000,"CISCO",4.0000
"TR",1998,"VGN019",2.0000,"CISCO",7.1141
"TR",1998,"VGN025",2.0000,"CISCO",38.5783
"TR",1998,"VGN032",2.0000,"CISCO",60.1357
"TR",1998,"VGN038",2.0000,"CISCO",59.7087
"TR",1998,"VGN051",2.0000,"CISCO",6.0352
"TR",1998,"VGN089",2.0000,"CISCO",1.9962
"TR",1998,"BSEINE",12.0000,"COMMONSHINER",12.0000
"TR",1998,"ELFISH",3.0000,"COMMONSHINER",3.0000
"TR",1998,"BSEINE",12.0000,"CREEKCHUB",1.0000
"TR",1998,"BSEINE",12.0000,"FANTAILDARTER",1.0000
"TR",1998,"BSEINE",12.0000,"GOLDENSHINER",17.0000
"TR",1998,"FYKNET",6.0000,"IOWADARTER",2.0000
"TR",1998,"BSEINE",12.0000,"JOHNNYDARTER",6.0000
"TR",1998,"ELFISH",3.0000,"JOHNNYDARTER",1.0000
"TR",1998,"FYKNET",6.0000,"JOHNNYDARTER",1.0000
"TR",1998,"VGN089",2.0000,"LAKETROUT",1.9456
"TR",1998,"ELFISH",3.0000,"LARGEMOUTHBASS",5.0000
"TR",1998,"FYKNET",6.0000,"LARGEMOUTHBASS",39.0000
"TR",1998,"BSEINE",12.0000,"LOGPERCH",5.0000
"TR",1998,"ELFISH",3.0000,"LOGPERCH",6.0000
"TR",1998,"FYKNET",6.0000,"LOGPERCH",1.0000
"TR",1998,"BSEINE",12.0000,"MIMICSHINER",245.0000
"TR",1998,"ELFISH",3.0000,"MIMICSHINER",234.0000
"TR",1998,"FYKNET",6.0000,"MIMICSHINER",67.0000
"TR",1998,"BSEINE",12.0000,"MOTTLEDSCULPIN",11.0000
"TR",1998,"ELFISH",3.0000,"PUMPKINSEED",1.0000
"TR",1998,"FYKNET",6.0000,"PUMPKINSEED",1.0000
"TR",1998,"BSEINE",12.0000,"ROCKBASS",2.0000
"TR",1998,"ELFISH",3.0000,"ROCKBASS",6.0000
"TR",1998,"FYKNET",6.0000,"ROCKBASS",51.0000
"TR",1998,"TRAMML",2.0000,"ROCKBASS",1.0000
"TR",1998,"BSEINE",12.0000,"ROSYFACESHINER",1.0000
"TR",1998,"ELFISH",3.0000,"ROSYFACESHINER",2.0000
"TR",1998,"BSEINE",12.0000,"SMALLMOUTHBASS",1.0000
"TR",1998,"ELFISH",3.0000,"SMALLMOUTHBASS",14.0000
"TR",1998,"FYKNET",6.0000,"SMALLMOUTHBASS",54.0000
"TR",1998,"TRAMML",2.0000,"SMALLMOUTHBASS",1.0000
"TR",1998,"BSEINE",12.0000,"TROUTPERCH",31.0000
"TR",1998,"ELFISH",3.0000,"TROUTPERCH",5.0000
"TR",1998,"BSEINE",12.0000,"WALLEYE",1.0000
"TR",1998,"ELFISH",3.0000,"WALLEYE",27.0000
"TR",1998,"FYKNET",6.0000,"WALLEYE",1.0000
"TR",1998,"TRAMML",2.0000,"WALLEYE",2.0000
"TR",1998,"VGN064",2.0000,"WALLEYE",3.0662
"TR",1998,"VGN089",2.0000,"WALLEYE",3.0417
"TR",1998,"BSEINE",12.0000,"WHITESUCKER",7.0000
"TR",1998,"ELFISH",3.0000,"WHITESUCKER",3.0000
"TR",1998,"FYKNET",6.0000,"WHITESUCKER",2.0000
"TR",1998,"TRAMML",2.0000,"WHITESUCKER",5.0000
"TR",1998,"BSEINE",12.0000,"YELLOWPERCH",136.0000
"TR",1998,"ELFISH",3.0000,"YELLOWPERCH",72.0000
"TR",1998,"FYKNET",6.0000,"YELLOWPERCH",369.0000
"TR",1998,"TRAMML",2.0000,"YELLOWPERCH",2.0000
"TR",1998,"VGN019",2.0000,"YELLOWPERCH",1.2025
"TR",1999,"FYKNET",6.0000,"BGPUMPHYBRID",1.0000
"TR",1999,"BSEINE",12.0000,"BLACKCHINSHINER",1.0000
"TR",1999,"FYKNET",6.0000,"BLACKCRAPPIE",1.0000
"TR",1999,"BSEINE",12.0000,"BLACKNOSESHINER",2.0000
"TR",1999,"FYKNET",6.0000,"BLACKNOSESHINER",1.0000
"TR",1999,"ELFISH",3.0000,"BLUEGILL",2.0000
"TR",1999,"FYKNET",6.0000,"BLUEGILL",20.0000
"TR",1999,"BSEINE",12.0000,"BLUNTNOSEMINNOW",5.0000
"TR",1999,"FYKNET",6.0000,"BLUNTNOSEMINNOW",25.0000
"TR",1999,"ELFISH",3.0000,"CISCO",1.0000
"TR",1999,"VGN019",2.0000,"CISCO",78.9395
"TR",1999,"VGN025",2.0000,"CISCO",1564.3034
"TR",1999,"VGN032",2.0000,"CISCO",191.2490
"TR",1999,"VGN038",2.0000,"CISCO",122.1049
"TR",1999,"VGN051",2.0000,"CISCO",7.9037
"TR",1999,"BSEINE",12.0000,"COMMONSHINER",5.0000
"TR",1999,"ELFISH",3.0000,"COMMONSHINER",1.0000
"TR",1999,"BSEINE",12.0000,"FANTAILDARTER",1.0000
"TR",1999,"BSEINE",12.0000,"GOLDENSHINER",2.0000
"TR",1999,"FYKNET",6.0000,"GOLDENSHINER",1.0000
"TR",1999,"FYKNET",6.0000,"HORNYHEADCHUB",2.0000
"TR",1999,"BSEINE",12.0000,"IOWADARTER",2.0000
"TR",1999,"VGN064",2.0000,"LAKETROUT",1.1385
"TR",1999,"VGN089",2.0000,"LAKETROUT",1.9649
"TR",1999,"VGN064",2.0000,"LAKEWHITEFISH",2.8377
"TR",1999,"VGN089",2.0000,"LAKEWHITEFISH",2.2504
"TR",1999,"FYKNET",6.0000,"LARGEMOUTHBASS",14.0000
"TR",1999,"BSEINE",12.0000,"LOGPERCH",1.0000
"TR",1999,"ELFISH",3.0000,"LOGPERCH",4.0000
"TR",1999,"BSEINE",12.0000,"MIMICSHINER",314.0000
"TR",1999,"ELFISH",3.0000,"MIMICSHINER",102.0000
"TR",1999,"FYKNET",6.0000,"MIMICSHINER",213.0000
"TR",1999,"BSEINE",12.0000,"MOTTLEDSCULPIN",4.0000
"TR",1999,"BSEINE",12.0000,"MUSKELLUNGE",1.0000
"TR",1999,"TRAMML",2.0000,"MUSKYPIKEHYBRID",1.0000
"TR",1999,"ELFISH",3.0000,"PUMPKINSEED",4.0000
"TR",1999,"FYKNET",6.0000,"PUMPKINSEED",75.0000
"TR",1999,"BSEINE",12.0000,"ROCKBASS",4.0000
"TR",1999,"ELFISH",3.0000,"ROCKBASS",8.0000
"TR",1999,"FYKNET",6.0000,"ROCKBASS",41.0000
"TR",1999,"TRAMML",2.0000,"ROCKBASS",3.0000
"TR",1999,"ELFISH",3.0000,"SMALLMOUTHBASS",14.0000
"TR",1999,"FYKNET",6.0000,"SMALLMOUTHBASS",82.0000
"TR",1999,"TRAMML",2.0000,"SMALLMOUTHBASS",4.0000
"TR",1999,"BSEINE",12.0000,"TROUTPERCH",8.0000
"TR",1999,"ELFISH",3.0000,"TROUTPERCH",1.0000
"TR",1999,"FYKNET",6.0000,"TROUTPERCH",1.0000
"TR",1999,"BSEINE",12.0000,"WALLEYE",8.0000
"TR",1999,"ELFISH",3.0000,"WALLEYE",11.0000
"TR",1999,"FYKNET",6.0000,"WALLEYE",2.0000
"TR",1999,"VGN051",2.0000,"WALLEYE",6.0621
"TR",1999,"VGN064",2.0000,"WALLEYE",7.3918
"TR",1999,"VGN089",2.0000,"WALLEYE",1.1252
"TR",1999,"BSEINE",12.0000,"WHITESUCKER",1.0000
"TR",1999,"ELFISH",3.0000,"WHITESUCKER",2.0000
"TR",1999,"FYKNET",6.0000,"WHITESUCKER",1.0000
"TR",1999,"BSEINE",12.0000,"YELLOWPERCH",82.0000
"TR",1999,"ELFISH",3.0000,"YELLOWPERCH",25.0000
"TR",1999,"FYKNET",6.0000,"YELLOWPERCH",177.0000
"TR",1999,"TRAMML",2.0000,"YELLOWPERCH",3.0000
"TR",2000,"FYKNET",6.0000,"BGPUMPHYBRID",10.0000
"TR",2000,"BSEINE",12.0000,"BLACKCRAPPIE",6.0000
"TR",2000,"BSEINE",12.0000,"BLACKNOSESHINER",1.0000
"TR",2000,"FYKNET",6.0000,"BLACKNOSESHINER",1.0000
"TR",2000,"BSEINE",12.0000,"BLUEGILL",1.0000
"TR",2000,"ELFISH",3.0000,"BLUEGILL",3.0000
"TR",2000,"FYKNET",6.0000,"BLUEGILL",15.0000
"TR",2000,"BSEINE",12.0000,"BLUNTNOSEMINNOW",4.0000
"TR",2000,"ELFISH",3.0000,"BLUNTNOSEMINNOW",1.0000
"TR",2000,"FYKNET",6.0000,"BLUNTNOSEMINNOW",38.0000
"TR",2000,"VGN019",2.0000,"CISCO",1.0434
"TR",2000,"VGN025",2.0000,"CISCO",6.0857
"TR",2000,"VGN032",2.0000,"CISCO",5.0687
"TR",2000,"BSEINE",12.0000,"COMMONSHINER",2.0000
"TR",2000,"FYKNET",6.0000,"IOWADARTER",1.0000
"TR",2000,"BSEINE",12.0000,"JOHNNYDARTER",3.0000
